Open Circuits miRNA_TF_mRNA 1


TF		miRNA		mRNA

IKZF1	|------	miR-153-3p	------|	WDR26

IKZF1	|------	miR-153-3p	------|	WIPF1

IKZF1	|------	miR-153-3p	------|	XYLT1

IKZF1	|------	miR-153-3p	------|	XYLT2

IKZF1	|------	miR-153-3p	------|	ZBTB26

NFYA	|------	miR-153-3p	------|	ACAP3

NFYA	|------	miR-153-3p	------|	C6orf62

NFYA	|------	miR-153-3p	------|	CADM3

NFYA	|------	miR-153-3p	------|	CALN1

NFYA	|------	miR-153-3p	------|	CAPN15

NFYA	|------	miR-153-3p	------|	CDH6

NFYA	|------	miR-153-3p	------|	CELF2

NFYA	|------	miR-153-3p	------|	CHST15

NFYA	|------	miR-153-3p	------|	CSNK1A1

NFYA	|------	miR-153-3p	------|	CYFIP2

NFYA	|------	miR-153-3p	------|	DESI2

NFYA	|------	miR-153-3p	------|	DLL4

NFYA	|------	miR-153-3p	------|	GABRA1

NFYA	|------	miR-153-3p	------|	GATAD2A

NFYA	|------	miR-153-3p	------|	GPR37

NFYA	|------	miR-153-3p	------|	GXYLT2

NFYA	|------	miR-153-3p	------|	IMPAD1

NFYA	|------	miR-153-3p	------|	INHBA

NFYA	|------	miR-153-3p	------|	ITPR1

NFYA	|------	miR-153-3p	------|	KIF20A

NFYA	|------	miR-153-3p	------|	KIF26B

NFYA	|------	miR-153-3p	------|	LAMP5

NFYA	|------	miR-153-3p	------|	LDLRAD4

NFYA	|------	miR-153-3p	------|	MTDH

NFYA	|------	miR-153-3p	------|	NAA15

NFYA	|------	miR-153-3p	------|	NCAM2

NFYA	|------	miR-153-3p	------|	NCOA2

NFYA	|------	miR-153-3p	------|	NREP

NFYA	|------	miR-153-3p	------|	NXPE3

NFYA	|------	miR-153-3p	------|	PDE4D

NFYA	|------	miR-153-3p	------|	PPARGC1B

NFYA	|------	miR-153-3p	------|	PPM1D

NFYA	|------	miR-153-3p	------|	PTRH2

NFYA	|------	miR-153-3p	------|	PXK

NFYA	|------	miR-153-3p	------|	RABGAP1

NFYA	|------	miR-153-3p	------|	RABL3

NFYA	|------	miR-153-3p	------|	RAP2C

NFYA	|------	miR-153-3p	------|	RSF1

NFYA	|------	miR-153-3p	------|	SAR1B

NFYA	|------	miR-153-3p	------|	SGCD

NFYA	|------	miR-153-3p	------|	SNTB1

NFYA	|------	miR-153-3p	------|	SPTBN1

NFYA	|------	miR-153-3p	------|	STAU2

NFYA	|------	miR-153-3p	------|	STRN

NFYA	|------	miR-153-3p	------|	TFEC

NFYA	|------	miR-153-3p	------|	TMEM151B

NFYA	|------	miR-153-3p	------|	TROVE2

NFYA	|------	miR-153-3p	------|	UBE2W

NFYA	|------	miR-153-3p	------|	USP9X

NFYA	|------	miR-153-3p	------|	WDR26

NFYA	|------	miR-153-3p	------|	WIPF1

NFYA	|------	miR-153-3p	------|	XYLT1

NFYA	|------	miR-153-3p	------|	XYLT2

NFYA	|------	miR-153-3p	------|	ZBTB26

NR5A2	|------	miR-153-3p	------|	ACAP3

NR5A2	|------	miR-153-3p	------|	C6orf62

NR5A2	|------	miR-153-3p	------|	CADM3

NR5A2	|------	miR-153-3p	------|	CALN1

NR5A2	|------	miR-153-3p	------|	CAPN15

NR5A2	|------	miR-153-3p	------|	CDH6

NR5A2	|------	miR-153-3p	------|	CELF2

NR5A2	|------	miR-153-3p	------|	CHST15

NR5A2	|------	miR-153-3p	------|	CSNK1A1

NR5A2	|------	miR-153-3p	------|	CYFIP2

NR5A2	|------	miR-153-3p	------|	DESI2

NR5A2	|------	miR-153-3p	------|	DLL4

NR5A2	|------	miR-153-3p	------|	GABRA1

NR5A2	|------	miR-153-3p	------|	GATAD2A

NR5A2	|------	miR-153-3p	------|	GPR37

NR5A2	|------	miR-153-3p	------|	GXYLT2

NR5A2	|------	miR-153-3p	------|	IMPAD1

NR5A2	|------	miR-153-3p	------|	INHBA

NR5A2	|------	miR-153-3p	------|	ITPR1

NR5A2	|------	miR-153-3p	------|	KIF20A

NR5A2	|------	miR-153-3p	------|	KIF26B

NR5A2	|------	miR-153-3p	------|	LAMP5

NR5A2	|------	miR-153-3p	------|	LDLRAD4

NR5A2	|------	miR-153-3p	------|	MTDH

NR5A2	|------	miR-153-3p	------|	NAA15

NR5A2	|------	miR-153-3p	------|	NCAM2

NR5A2	|------	miR-153-3p	------|	NCOA2

NR5A2	|------	miR-153-3p	------|	NREP

NR5A2	|------	miR-153-3p	------|	NXPE3

NR5A2	|------	miR-153-3p	------|	PDE4D

NR5A2	|------	miR-153-3p	------|	PPARGC1B

NR5A2	|------	miR-153-3p	------|	PPM1D

NR5A2	|------	miR-153-3p	------|	PTRH2

NR5A2	|------	miR-153-3p	------|	PXK

NR5A2	|------	miR-153-3p	------|	RABGAP1

NR5A2	|------	miR-153-3p	------|	RABL3

NR5A2	|------	miR-153-3p	------|	RAP2C

NR5A2	|------	miR-153-3p	------|	RSF1

NR5A2	|------	miR-153-3p	------|	SAR1B

NR5A2	|------	miR-153-3p	------|	SGCD

NR5A2	|------	miR-153-3p	------|	SNTB1

NR5A2	|------	miR-153-3p	------|	SPTBN1

NR5A2	|------	miR-153-3p	------|	STAU2

NR5A2	|------	miR-153-3p	------|	STRN

NR5A2	|------	miR-153-3p	------|	TFEC

NR5A2	|------	miR-153-3p	------|	TMEM151B

NR5A2	|------	miR-153-3p	------|	TROVE2

NR5A2	|------	miR-153-3p	------|	UBE2W

NR5A2	|------	miR-153-3p	------|	USP9X

NR5A2	|------	miR-153-3p	------|	WDR26

NR5A2	|------	miR-153-3p	------|	WIPF1

NR5A2	|------	miR-153-3p	------|	XYLT1

NR5A2	|------	miR-153-3p	------|	XYLT2

NR5A2	|------	miR-153-3p	------|	ZBTB26

RUNX2	|------	miR-153-3p	------|	ACAP3

RUNX2	|------	miR-153-3p	------|	C6orf62

RUNX2	|------	miR-153-3p	------|	CADM3

RUNX2	|------	miR-153-3p	------|	CALN1

RUNX2	|------	miR-153-3p	------|	CAPN15

RUNX2	|------	miR-153-3p	------|	CDH6

RUNX2	|------	miR-153-3p	------|	CELF2

RUNX2	|------	miR-153-3p	------|	CHST15

RUNX2	|------	miR-153-3p	------|	CSNK1A1

RUNX2	|------	miR-153-3p	------|	CYFIP2

RUNX2	|------	miR-153-3p	------|	DESI2

RUNX2	|------	miR-153-3p	------|	DLL4

RUNX2	|------	miR-153-3p	------|	GABRA1

RUNX2	|------	miR-153-3p	------|	GATAD2A

RUNX2	|------	miR-153-3p	------|	GPR37

RUNX2	|------	miR-153-3p	------|	GXYLT2

RUNX2	|------	miR-153-3p	------|	IMPAD1

RUNX2	|------	miR-153-3p	------|	INHBA

RUNX2	|------	miR-153-3p	------|	ITPR1

RUNX2	|------	miR-153-3p	------|	KIF20A

RUNX2	|------	miR-153-3p	------|	KIF26B

RUNX2	|------	miR-153-3p	------|	LAMP5

RUNX2	|------	miR-153-3p	------|	LDLRAD4

RUNX2	|------	miR-153-3p	------|	MTDH

RUNX2	|------	miR-153-3p	------|	NAA15

RUNX2	|------	miR-153-3p	------|	NCAM2

RUNX2	|------	miR-153-3p	------|	NCOA2

RUNX2	|------	miR-153-3p	------|	NREP

RUNX2	|------	miR-153-3p	------|	NXPE3

RUNX2	|------	miR-153-3p	------|	PDE4D

RUNX2	|------	miR-153-3p	------|	PPARGC1B

RUNX2	|------	miR-153-3p	------|	PPM1D

RUNX2	|------	miR-153-3p	------|	PTRH2

RUNX2	|------	miR-153-3p	------|	PXK

RUNX2	|------	miR-153-3p	------|	RABGAP1

RUNX2	|------	miR-153-3p	------|	RABL3

RUNX2	|------	miR-153-3p	------|	RAP2C

RUNX2	|------	miR-153-3p	------|	RSF1

RUNX2	|------	miR-153-3p	------|	SAR1B

RUNX2	|------	miR-153-3p	------|	SGCD

RUNX2	|------	miR-153-3p	------|	SNTB1

RUNX2	|------	miR-153-3p	------|	SPTBN1

RUNX2	|------	miR-153-3p	------|	STAU2

RUNX2	|------	miR-153-3p	------|	STRN

RUNX2	|------	miR-153-3p	------|	TFEC

RUNX2	|------	miR-153-3p	------|	TMEM151B

RUNX2	|------	miR-153-3p	------|	TROVE2

RUNX2	|------	miR-153-3p	------|	UBE2W

RUNX2	|------	miR-153-3p	------|	USP9X

RUNX2	|------	miR-153-3p	------|	WDR26

RUNX2	|------	miR-153-3p	------|	WIPF1

RUNX2	|------	miR-153-3p	------|	XYLT1

RUNX2	|------	miR-153-3p	------|	XYLT2

RUNX2	|------	miR-153-3p	------|	ZBTB26

TCF4	|------	miR-153-3p	------|	ACAP3

TCF4	|------	miR-153-3p	------|	C6orf62

TCF4	|------	miR-153-3p	------|	CADM3

TCF4	|------	miR-153-3p	------|	CALN1

TCF4	|------	miR-153-3p	------|	CAPN15

TCF4	|------	miR-153-3p	------|	CDH6

TCF4	|------	miR-153-3p	------|	CELF2

TCF4	|------	miR-153-3p	------|	CHST15

TCF4	|------	miR-153-3p	------|	CSNK1A1

TCF4	|------	miR-153-3p	------|	CYFIP2

TCF4	|------	miR-153-3p	------|	DESI2

TCF4	|------	miR-153-3p	------|	DLL4

TCF4	|------	miR-153-3p	------|	GABRA1

TCF4	|------	miR-153-3p	------|	GATAD2A

TCF4	|------	miR-153-3p	------|	GPR37

TCF4	|------	miR-153-3p	------|	GXYLT2

TCF4	|------	miR-153-3p	------|	IMPAD1

TCF4	|------	miR-153-3p	------|	INHBA

TCF4	|------	miR-153-3p	------|	ITPR1

TCF4	|------	miR-153-3p	------|	KIF20A

TCF4	|------	miR-153-3p	------|	KIF26B

TCF4	|------	miR-153-3p	------|	LAMP5

TCF4	|------	miR-153-3p	------|	LDLRAD4

TCF4	|------	miR-153-3p	------|	MTDH

TCF4	|------	miR-153-3p	------|	NAA15

TCF4	|------	miR-153-3p	------|	NCAM2

TCF4	|------	miR-153-3p	------|	NCOA2

TCF4	|------	miR-153-3p	------|	NREP

TCF4	|------	miR-153-3p	------|	NXPE3

TCF4	|------	miR-153-3p	------|	PDE4D

TCF4	|------	miR-153-3p	------|	PPARGC1B

TCF4	|------	miR-153-3p	------|	PPM1D

TCF4	|------	miR-153-3p	------|	PTRH2

TCF4	|------	miR-153-3p	------|	PXK

TCF4	|------	miR-153-3p	------|	RABGAP1

TCF4	|------	miR-153-3p	------|	RABL3

TCF4	|------	miR-153-3p	------|	RAP2C

TCF4	|------	miR-153-3p	------|	RSF1

TCF4	|------	miR-153-3p	------|	SAR1B

TCF4	|------	miR-153-3p	------|	SGCD

TCF4	|------	miR-153-3p	------|	SNTB1

TCF4	|------	miR-153-3p	------|	SPTBN1

TCF4	|------	miR-153-3p	------|	STAU2

TCF4	|------	miR-153-3p	------|	STRN

TCF4	|------	miR-153-3p	------|	TFEC

TCF4	|------	miR-153-3p	------|	TMEM151B

TCF4	|------	miR-153-3p	------|	TROVE2

TCF4	|------	miR-153-3p	------|	UBE2W

TCF4	|------	miR-153-3p	------|	USP9X

TCF4	|------	miR-153-3p	------|	WDR26

TCF4	|------	miR-153-3p	------|	WIPF1

TCF4	|------	miR-153-3p	------|	XYLT1

TCF4	|------	miR-153-3p	------|	XYLT2

TCF4	|------	miR-153-3p	------|	ZBTB26

KAT8	|------	miR-491-5p	------|	ARHGAP9

KAT8	|------	miR-491-5p	------|	CSRNP3

KAT8	|------	miR-491-5p	------|	DDHD1

KAT8	|------	miR-491-5p	------|	FADS2

KAT8	|------	miR-491-5p	------|	FAM173A

KAT8	|------	miR-491-5p	------|	IGF2BP1

KAT8	|------	miR-491-5p	------|	PPARGC1B

KAT8	|------	miR-491-5p	------|	RNF207

KAT8	|------	miR-491-5p	------|	STK4

PBX2	|------	miR-491-5p	------|	ARHGAP9

PBX2	|------	miR-491-5p	------|	CSRNP3

PBX2	|------	miR-491-5p	------|	DDHD1

PBX2	|------	miR-491-5p	------|	FADS2

PBX2	|------	miR-491-5p	------|	FAM173A

PBX2	|------	miR-491-5p	------|	IGF2BP1

PBX2	|------	miR-491-5p	------|	PPARGC1B

PBX2	|------	miR-491-5p	------|	RNF207

PBX2	|------	miR-491-5p	------|	STK4

MAFF	|------	miR-760	------|	ANKFY1

MAFF	|------	miR-760	------|	ARHGAP26

MAFF	|------	miR-760	------|	ATXN1L

MAFF	|------	miR-760	------|	BCL2L2

MAFF	|------	miR-760	------|	CAB39L

MAFF	|------	miR-760	------|	CDCA7L

MAFF	|------	miR-760	------|	CNN1

MAFF	|------	miR-760	------|	COPS7B

MAFF	|------	miR-760	------|	CTDSP2

MAFF	|------	miR-760	------|	DRP2

MAFF	|------	miR-760	------|	DUSP1

MAFF	|------	miR-760	------|	EIF1

MAFF	|------	miR-760	------|	ENKD1

MAFF	|------	miR-760	------|	EVI5

MAFF	|------	miR-760	------|	FGF1

MAFF	|------	miR-760	------|	GOLGA7B

MAFF	|------	miR-760	------|	HM13

MAFF	|------	miR-760	------|	IFFO2

MAFF	|------	miR-760	------|	INSR

MAFF	|------	miR-760	------|	KCNC4

MAFF	|------	miR-760	------|	KIAA1324

MAFF	|------	miR-760	------|	KMT2D

MAFF	|------	miR-760	------|	LPP

MAFF	|------	miR-760	------|	MAP2K1

MAFF	|------	miR-760	------|	MAU2

MAFF	|------	miR-760	------|	MYL9

MAFF	|------	miR-760	------|	NFIB

MAFF	|------	miR-760	------|	NGFR

MAFF	|------	miR-760	------|	NUDT11

MAFF	|------	miR-760	------|	PAK3

MAFF	|------	miR-760	------|	PDK3

MAFF	|------	miR-760	------|	PUM1

MAFF	|------	miR-760	------|	RAB27A

MAFF	|------	miR-760	------|	RNF217

MAFF	|------	miR-760	------|	RRAGD

MAFF	|------	miR-760	------|	SEMA5A

MAFF	|------	miR-760	------|	SLC34A2

MAFF	|------	miR-760	------|	SMG6

MAFF	|------	miR-760	------|	SNX1

MAFF	|------	miR-760	------|	ST5

MAFF	|------	miR-760	------|	ST8SIA2

MAFF	|------	miR-760	------|	SYNPO2

MAFF	|------	miR-760	------|	TEAD2

MAFF	|------	miR-760	------|	THRA

MAFF	|------	miR-760	------|	VPS35

MAFF	|------	miR-760	------|	WASF2

MAFF	|------	miR-760	------|	ZBTB16

ZNF395	|------	miR-760	------|	ANKFY1

ZNF395	|------	miR-760	------|	ARHGAP26

ZNF395	|------	miR-760	------|	ATXN1L

ZNF395	|------	miR-760	------|	BCL2L2

ZNF395	|------	miR-760	------|	CAB39L

ZNF395	|------	miR-760	------|	CDCA7L

ZNF395	|------	miR-760	------|	CNN1

ZNF395	|------	miR-760	------|	COPS7B

ZNF395	|------	miR-760	------|	CTDSP2

ZNF395	|------	miR-760	------|	DRP2

ZNF395	|------	miR-760	------|	DUSP1

ZNF395	|------	miR-760	------|	EIF1

ZNF395	|------	miR-760	------|	ENKD1

ZNF395	|------	miR-760	------|	EVI5

ZNF395	|------	miR-760	------|	FGF1

ZNF395	|------	miR-760	------|	GOLGA7B

ZNF395	|------	miR-760	------|	HM13

ZNF395	|------	miR-760	------|	IFFO2

ZNF395	|------	miR-760	------|	INSR

ZNF395	|------	miR-760	------|	KCNC4

ZNF395	|------	miR-760	------|	KIAA1324

ZNF395	|------	miR-760	------|	KMT2D

ZNF395	|------	miR-760	------|	LPP

ZNF395	|------	miR-760	------|	MAP2K1

ZNF395	|------	miR-760	------|	MAU2

ZNF395	|------	miR-760	------|	MYL9

ZNF395	|------	miR-760	------|	NFIB

ZNF395	|------	miR-760	------|	NGFR

ZNF395	|------	miR-760	------|	NUDT11

ZNF395	|------	miR-760	------|	PAK3

ZNF395	|------	miR-760	------|	PDK3

ZNF395	|------	miR-760	------|	PUM1

ZNF395	|------	miR-760	------|	RAB27A

ZNF395	|------	miR-760	------|	RNF217

ZNF395	|------	miR-760	------|	RRAGD

ZNF395	|------	miR-760	------|	SEMA5A

ZNF395	|------	miR-760	------|	SLC34A2

ZNF395	|------	miR-760	------|	SMG6

ZNF395	|------	miR-760	------|	SNX1

ZNF395	|------	miR-760	------|	ST5

ZNF395	|------	miR-760	------|	ST8SIA2

ZNF395	|------	miR-760	------|	SYNPO2

ZNF395	|------	miR-760	------|	TEAD2

ZNF395	|------	miR-760	------|	THRA

ZNF395	|------	miR-760	------|	VPS35

ZNF395	|------	miR-760	------|	WASF2

ZNF395	|------	miR-760	------|	ZBTB16

NFYA	|------	miR-486-5p	------|	CDH11

NFYA	|------	miR-486-5p	------|	CELF2

NFYA	|------	miR-486-5p	------|	DNAJC21

NFYA	|------	miR-486-5p	------|	FBN1

NFYA	|------	miR-486-5p	------|	FOXD3

NFYA	|------	miR-486-5p	------|	PDE4A

NFYA	|------	miR-486-5p	------|	SLC8A1

NFYA	|------	miR-486-5p	------|	STK4

NFYA	|------	miR-486-5p	------|	ZNF207

TBL1X	|------	miR-486-5p	------|	CDH11

TBL1X	|------	miR-486-5p	------|	CELF2

TBL1X	|------	miR-486-5p	------|	DNAJC21

TBL1X	|------	miR-486-5p	------|	FBN1

TBL1X	|------	miR-486-5p	------|	FOXD3

TBL1X	|------	miR-486-5p	------|	PDE4A

TBL1X	|------	miR-486-5p	------|	SLC8A1

TBL1X	|------	miR-486-5p	------|	STK4

TBL1X	|------	miR-486-5p	------|	ZNF207

NFYA	|------	miR-369-3p	------|	ADAM12

NFYA	|------	miR-369-3p	------|	ADNP

NFYA	|------	miR-369-3p	------|	ARHGAP6

NFYA	|------	miR-369-3p	------|	BMP2

NFYA	|------	miR-369-3p	------|	CCNE2

NFYA	|------	miR-369-3p	------|	CDH6

NFYA	|------	miR-369-3p	------|	CELF2

NFYA	|------	miR-369-3p	------|	CEP41

NFYA	|------	miR-369-3p	------|	CLIC4

NFYA	|------	miR-369-3p	------|	CSRNP3

NFYA	|------	miR-369-3p	------|	DIP2C

NFYA	|------	miR-369-3p	------|	DLG3

NFYA	|------	miR-369-3p	------|	DR1

NFYA	|------	miR-369-3p	------|	FOXD3

NFYA	|------	miR-369-3p	------|	GIT2

NFYA	|------	miR-369-3p	------|	GPRIN3

NFYA	|------	miR-369-3p	------|	GREM1

NFYA	|------	miR-369-3p	------|	HECTD1

NFYA	|------	miR-369-3p	------|	IL23A

NFYA	|------	miR-369-3p	------|	IMPAD1

NFYA	|------	miR-369-3p	------|	IREB2

NFYA	|------	miR-369-3p	------|	KCMF1

NFYA	|------	miR-369-3p	------|	KCNJ3

NFYA	|------	miR-369-3p	------|	KCNN3

NFYA	|------	miR-369-3p	------|	KIF20A

NFYA	|------	miR-369-3p	------|	LDLRAD4

NFYA	|------	miR-369-3p	------|	LRRC15

NFYA	|------	miR-369-3p	------|	MBNL1

NFYA	|------	miR-369-3p	------|	MMP14

NFYA	|------	miR-369-3p	------|	MTDH

NFYA	|------	miR-369-3p	------|	NCOA2

NFYA	|------	miR-369-3p	------|	NCOA3

NFYA	|------	miR-369-3p	------|	NHLRC2

NFYA	|------	miR-369-3p	------|	PDE4A

NFYA	|------	miR-369-3p	------|	PDE4D

NFYA	|------	miR-369-3p	------|	PLXNC1

NFYA	|------	miR-369-3p	------|	PPARGC1B

NFYA	|------	miR-369-3p	------|	PPM1D

NFYA	|------	miR-369-3p	------|	RAB2A

NFYA	|------	miR-369-3p	------|	RC3H1

NFYA	|------	miR-369-3p	------|	RFX4

NFYA	|------	miR-369-3p	------|	SGCB

NFYA	|------	miR-369-3p	------|	SLC25A16

NFYA	|------	miR-369-3p	------|	SLC30A1

NFYA	|------	miR-369-3p	------|	SLC6A17

NFYA	|------	miR-369-3p	------|	SNTB1

NFYA	|------	miR-369-3p	------|	SNX29

NFYA	|------	miR-369-3p	------|	STRN

NFYA	|------	miR-369-3p	------|	UBA6

NFYA	|------	miR-369-3p	------|	UGCG

NFYA	|------	miR-369-3p	------|	VCAN

NFYA	|------	miR-369-3p	------|	YTHDF3

NFYA	|------	miR-369-3p	------|	ZDHHC21

NFYA	|------	miR-369-3p	------|	ZDHHC9

NFYA	|------	miR-369-3p	------|	ZNF81

TCF4	|------	miR-369-3p	------|	ADAM12

TCF4	|------	miR-369-3p	------|	ADNP

TCF4	|------	miR-369-3p	------|	ARHGAP6

TCF4	|------	miR-369-3p	------|	BMP2

TCF4	|------	miR-369-3p	------|	CCNE2

TCF4	|------	miR-369-3p	------|	CDH6

TCF4	|------	miR-369-3p	------|	CELF2

TCF4	|------	miR-369-3p	------|	CEP41

TCF4	|------	miR-369-3p	------|	CLIC4

TCF4	|------	miR-369-3p	------|	CSRNP3

TCF4	|------	miR-369-3p	------|	DIP2C

TCF4	|------	miR-369-3p	------|	DLG3

TCF4	|------	miR-369-3p	------|	DR1

TCF4	|------	miR-369-3p	------|	FOXD3

TCF4	|------	miR-369-3p	------|	GIT2

TCF4	|------	miR-369-3p	------|	GPRIN3

TCF4	|------	miR-369-3p	------|	GREM1

TCF4	|------	miR-369-3p	------|	HECTD1

TCF4	|------	miR-369-3p	------|	IL23A

TCF4	|------	miR-369-3p	------|	IMPAD1

TCF4	|------	miR-369-3p	------|	IREB2

TCF4	|------	miR-369-3p	------|	KCMF1

TCF4	|------	miR-369-3p	------|	KCNJ3

TCF4	|------	miR-369-3p	------|	KCNN3

TCF4	|------	miR-369-3p	------|	KIF20A

TCF4	|------	miR-369-3p	------|	LDLRAD4

TCF4	|------	miR-369-3p	------|	LRRC15

TCF4	|------	miR-369-3p	------|	MBNL1

TCF4	|------	miR-369-3p	------|	MMP14

TCF4	|------	miR-369-3p	------|	MTDH

TCF4	|------	miR-369-3p	------|	NCOA2

TCF4	|------	miR-369-3p	------|	NCOA3

TCF4	|------	miR-369-3p	------|	NHLRC2

TCF4	|------	miR-369-3p	------|	PDE4A

TCF4	|------	miR-369-3p	------|	PDE4D

TCF4	|------	miR-369-3p	------|	PLXNC1

TCF4	|------	miR-369-3p	------|	PPARGC1B

TCF4	|------	miR-369-3p	------|	PPM1D

TCF4	|------	miR-369-3p	------|	RAB2A

TCF4	|------	miR-369-3p	------|	RC3H1

TCF4	|------	miR-369-3p	------|	RFX4

TCF4	|------	miR-369-3p	------|	SGCB

TCF4	|------	miR-369-3p	------|	SLC25A16

TCF4	|------	miR-369-3p	------|	SLC30A1

TCF4	|------	miR-369-3p	------|	SLC6A17

TCF4	|------	miR-369-3p	------|	SNTB1

TCF4	|------	miR-369-3p	------|	SNX29

TCF4	|------	miR-369-3p	------|	STRN

TCF4	|------	miR-369-3p	------|	UBA6

TCF4	|------	miR-369-3p	------|	UGCG

TCF4	|------	miR-369-3p	------|	VCAN

TCF4	|------	miR-369-3p	------|	YTHDF3

TCF4	|------	miR-369-3p	------|	ZDHHC21

TCF4	|------	miR-369-3p	------|	ZDHHC9

TCF4	|------	miR-369-3p	------|	ZNF81

NFYA	|------	miR-216b-5p	------|	AGPS

NFYA	|------	miR-216b-5p	------|	ALS2

NFYA	|------	miR-216b-5p	------|	AQP2

NFYA	|------	miR-216b-5p	------|	CD6

NFYA	|------	miR-216b-5p	------|	CELF2

NFYA	|------	miR-216b-5p	------|	CNGB3

NFYA	|------	miR-216b-5p	------|	DDHD1

NFYA	|------	miR-216b-5p	------|	DLG1

NFYA	|------	miR-216b-5p	------|	ENTPD1

NFYA	|------	miR-216b-5p	------|	FNDC3A

NFYA	|------	miR-216b-5p	------|	FOXD3

NFYA	|------	miR-216b-5p	------|	GALNT1

NFYA	|------	miR-216b-5p	------|	HHIP

NFYA	|------	miR-216b-5p	------|	HS3ST3B1

NFYA	|------	miR-216b-5p	------|	KLF12

NFYA	|------	miR-216b-5p	------|	KRAS

NFYA	|------	miR-216b-5p	------|	LDHC

NFYA	|------	miR-216b-5p	------|	LRP8

NFYA	|------	miR-216b-5p	------|	LRRC15

NFYA	|------	miR-216b-5p	------|	NUDCD1

NFYA	|------	miR-216b-5p	------|	PCBD2

NFYA	|------	miR-216b-5p	------|	PCGF5

NFYA	|------	miR-216b-5p	------|	PPARGC1B

NFYA	|------	miR-216b-5p	------|	PRDM6

NFYA	|------	miR-216b-5p	------|	PTRH2

NFYA	|------	miR-216b-5p	------|	RFX4

NFYA	|------	miR-216b-5p	------|	SAR1B

NFYA	|------	miR-216b-5p	------|	SDHC

NFYA	|------	miR-216b-5p	------|	TMF1

NFYA	|------	miR-216b-5p	------|	UBA6

NFYA	|------	miR-216b-5p	------|	UBE2V2

NFYA	|------	miR-216b-5p	------|	USP18

NFYA	|------	miR-216b-5p	------|	VPS41

NFYA	|------	miR-216b-5p	------|	ZDHHC9

NFYA	|------	miR-216b-5p	------|	ZNF207

TCF4	|------	miR-216b-5p	------|	AGPS

TCF4	|------	miR-216b-5p	------|	ALS2

TCF4	|------	miR-216b-5p	------|	AQP2

TCF4	|------	miR-216b-5p	------|	CD6

TCF4	|------	miR-216b-5p	------|	CELF2

TCF4	|------	miR-216b-5p	------|	CNGB3

TCF4	|------	miR-216b-5p	------|	DDHD1

TCF4	|------	miR-216b-5p	------|	DLG1

TCF4	|------	miR-216b-5p	------|	ENTPD1

TCF4	|------	miR-216b-5p	------|	FNDC3A

TCF4	|------	miR-216b-5p	------|	FOXD3

TCF4	|------	miR-216b-5p	------|	GALNT1

TCF4	|------	miR-216b-5p	------|	HHIP

TCF4	|------	miR-216b-5p	------|	HS3ST3B1

TCF4	|------	miR-216b-5p	------|	KLF12

TCF4	|------	miR-216b-5p	------|	KRAS

TCF4	|------	miR-216b-5p	------|	LDHC

TCF4	|------	miR-216b-5p	------|	LRP8

TCF4	|------	miR-216b-5p	------|	LRRC15

TCF4	|------	miR-216b-5p	------|	NUDCD1

TCF4	|------	miR-216b-5p	------|	PCBD2

TCF4	|------	miR-216b-5p	------|	PCGF5

TCF4	|------	miR-216b-5p	------|	PPARGC1B

TCF4	|------	miR-216b-5p	------|	PRDM6

TCF4	|------	miR-216b-5p	------|	PTRH2

TCF4	|------	miR-216b-5p	------|	RFX4

TCF4	|------	miR-216b-5p	------|	SAR1B

TCF4	|------	miR-216b-5p	------|	SDHC

TCF4	|------	miR-216b-5p	------|	TMF1

TCF4	|------	miR-216b-5p	------|	UBA6

TCF4	|------	miR-216b-5p	------|	UBE2V2

TCF4	|------	miR-216b-5p	------|	USP18

TCF4	|------	miR-216b-5p	------|	VPS41

TCF4	|------	miR-216b-5p	------|	ZDHHC9

TCF4	|------	miR-216b-5p	------|	ZNF207

NR5A2	|------	miR-375	------|	AGPS

NR5A2	|------	miR-375	------|	CEP41

NR5A2	|------	miR-375	------|	CNIH4

NR5A2	|------	miR-375	------|	DIP2C

NR5A2	|------	miR-375	------|	DLG3

NR5A2	|------	miR-375	------|	EIF4G3

NR5A2	|------	miR-375	------|	FLG2

NR5A2	|------	miR-375	------|	GATAD2A

NR5A2	|------	miR-375	------|	GMFB

NR5A2	|------	miR-375	------|	HS3ST3B1

NR5A2	|------	miR-375	------|	KCNJ3

